link,title,num,letter,hydrogel,sentence,figure,SEM
https://pubs.acs.org/doi/10.1021/acsapm.9b00698,Mussel-Inspired Tough Double Network Hydrogel As Transparent Adhesive,Figure 7,"b, f",HDA," HDA 4-0.5-0.3, ","=HYPERLINK(""sem/10.1021_acsapm.9b00698\ap9b00698_0007.jpeg"",""sem/10.1021_acsapm.9b00698\ap9b00698_0007.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00698\SEM"",""sem/10.1021_acsapm.9b00698\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00698,Mussel-Inspired Tough Double Network Hydrogel As Transparent Adhesive,Figure 7,"c, g",HDA," HDA 4-1-0.3, and ","=HYPERLINK(""sem/10.1021_acsapm.9b00698\ap9b00698_0007.jpeg"",""sem/10.1021_acsapm.9b00698\ap9b00698_0007.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00698\SEM"",""sem/10.1021_acsapm.9b00698\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00698,Mussel-Inspired Tough Double Network Hydrogel As Transparent Adhesive,Figure 7,"d, h",HDA, HDA 4-3-0.3 hydrogel.,"=HYPERLINK(""sem/10.1021_acsapm.9b00698\ap9b00698_0007.jpeg"",""sem/10.1021_acsapm.9b00698\ap9b00698_0007.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00698\SEM"",""sem/10.1021_acsapm.9b00698\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.8b00225,Injectable in Situ Shape-Forming Osteogenic Nanocomposite Hydrogel for Regenerating Irregular Bone Defects,Figure 4,OA-G,WH NP- SIM-loaded, and WH NP- and SIM-loaded oxidized alginate-gelatin hydrogel OA-G/W/S.,"=HYPERLINK(""sem/10.1021_acsabm.8b00225\mt-2018-002253_0004.jpeg"",""sem/10.1021_acsabm.8b00225\mt-2018-002253_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.8b00225\SEM"",""sem/10.1021_acsabm.8b00225\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.8b00225,Injectable in Situ Shape-Forming Osteogenic Nanocomposite Hydrogel for Regenerating Irregular Bone Defects,Figure 5,A,OA-G OA-G/W 14," SEM image showing in vitro biomineralization of OA-G and OA-G/W at predetermined time points 0, 3, 7, and 14 days and ","=HYPERLINK(""sem/10.1021_acsabm.8b00225\mt-2018-002253_0005.jpeg"",""sem/10.1021_acsabm.8b00225\mt-2018-002253_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.8b00225\SEM"",""sem/10.1021_acsabm.8b00225\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.8b00225,Injectable in Situ Shape-Forming Osteogenic Nanocomposite Hydrogel for Regenerating Irregular Bone Defects,Figure 5,B,FTIR, FTIR spectra of biomimeralized hydrogel at the above-mentioned time points.,"=HYPERLINK(""sem/10.1021_acsabm.8b00225\mt-2018-002253_0005.jpeg"",""sem/10.1021_acsabm.8b00225\mt-2018-002253_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.8b00225\SEM"",""sem/10.1021_acsabm.8b00225\SEM"")"
https://pubs.acs.org/doi/10.1021/acsbiomaterials.1c00275,Guest–Host Supramolecular Assembly of Injectable Hydrogel Nanofibers for Cell Encapsulation,Figure 1,C,CD-MeHA Ad-MeHA, SEM of host CD-MeHA and guest Ad-MeHA electrospun fibers prior to hydration and hydrogel formation.,"=HYPERLINK(""sem/10.1021_acsbiomaterials.1c00275\ab1c00275_0001.jpeg"",""sem/10.1021_acsbiomaterials.1c00275\ab1c00275_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsbiomaterials.1c00275\SEM"",""sem/10.1021_acsbiomaterials.1c00275\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.9b17627,Biocompatible Injectable Magnetic Hydrogel Formed by Dynamic Coordination Network,Figure 3,f,HA–BP·Fe3O4, SEM images showing the microstructure of the lyophilized HA–BP·Fe3O4 hydrogel.,"=HYPERLINK(""sem/10.1021_acsami.9b17627\am9b17627_0004.jpeg"",""sem/10.1021_acsami.9b17627\am9b17627_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.9b17627\SEM"",""sem/10.1021_acsami.9b17627\SEM"")"
https://pubs.acs.org/doi/10.1021/jp907974d,Injectable Biodegradable Thermosensitive Hydrogel Composite for Orthopedic Tissue Engineering. 1. Preparation and Characterization of Nanohydroxyapatite/Poly(ethylene glycol)−Poly(ε-caprolactone)−Poly(ethylene glycol) Hydrogel Nanocomposites,Figure 7,"SEM photographs showing cross-sectional morphologies of a, top left",PECE," pure PECE hydrogel and n-HA/PECE hydrogel nanocomposites containing b, top right 10, c, bottom left 20, and d, bottom right 30 wt % HA.","=HYPERLINK(""sem/10.1021_jp907974d\jp-2009-07974d_0008.jpeg"",""sem/10.1021_jp907974d\jp-2009-07974d_0008.jpeg"")","=HYPERLINK(""sem/10.1021_jp907974d\SEM"",""sem/10.1021_jp907974d\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.1c12631,"Bioinspired, Recyclable, Stretchable Hydrogel with Boundary Ultralubrication",Figure 7,a,PVA, ESEM of the six PVA hydrogels and ,"=HYPERLINK(""sem/10.1021_acsami.1c12631\am1c12631_0008.jpeg"",""sem/10.1021_acsami.1c12631\am1c12631_0008.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.1c12631\SEM"",""sem/10.1021_acsami.1c12631\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.1c12631,"Bioinspired, Recyclable, Stretchable Hydrogel with Boundary Ultralubrication",Figure 7,b,EDS PVA-H2O/GC/T80-Glass PVA-H2O/GC/T80-PTFE, SEM and EDS elemental mappings of C and O of PVA-H2O/GC/T80-Glass and PVA-H2O/GC/T80-PTFE hydrogels.,"=HYPERLINK(""sem/10.1021_acsami.1c12631\am1c12631_0008.jpeg"",""sem/10.1021_acsami.1c12631\am1c12631_0008.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.1c12631\SEM"",""sem/10.1021_acsami.1c12631\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.5b02975,"Stimulus-Responsive, Biodegradable, Biocompatible, Covalently Cross-Linked Hydrogel Based on Dextrin and Poly(N-isopropylacrylamide) for in Vitro/in Vivo Controlled Drug Release",Figure 3,c,c-Dxt/pNIPAm 8, c-Dxt/pNIPAm 8 hydrogelator.,"=HYPERLINK(""sem/10.1021_acsami.5b02975\am-2015-029759_0003.jpeg"",""sem/10.1021_acsami.5b02975\am-2015-029759_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.5b02975\SEM"",""sem/10.1021_acsami.5b02975\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.6b13097,Thermoresponsive Semi-IPN Hydrogel Microfibers from Continuous Fluidic Processing with High Elasticity and Fast Actuation,Figure 5,a,pNIPAM, conventional pNIPAM hydrogel and ,"=HYPERLINK(""sem/10.1021_acsami.6b13097\am-2016-13097d_0005.jpeg"",""sem/10.1021_acsami.6b13097\am-2016-13097d_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.6b13097\SEM"",""sem/10.1021_acsami.6b13097\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.6b13097,Thermoresponsive Semi-IPN Hydrogel Microfibers from Continuous Fluidic Processing with High Elasticity and Fast Actuation,Figure 5,b,PNH, PNH hydrogel 3:7.,"=HYPERLINK(""sem/10.1021_acsami.6b13097\am-2016-13097d_0005.jpeg"",""sem/10.1021_acsami.6b13097\am-2016-13097d_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.6b13097\SEM"",""sem/10.1021_acsami.6b13097\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.0c01385,Multiresponsive Soft Actuators Based on a Thermoresponsive Hydrogel and Embedded Laser-Induced Graphene,Figure 2,a,LIG-LO;, SEM image of LIG-LO; ,"=HYPERLINK(""sem/10.1021_acsapm.0c01385\ap0c01385_0003.jpeg"",""sem/10.1021_acsapm.0c01385\ap0c01385_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.0c01385\SEM"",""sem/10.1021_acsapm.0c01385\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.0c01385,Multiresponsive Soft Actuators Based on a Thermoresponsive Hydrogel and Embedded Laser-Induced Graphene,Figure 2,b,LIG-LO 2D," Raman spectrum of LIG-LO showing characteristic D, G, and 2D bands; ","=HYPERLINK(""sem/10.1021_acsapm.0c01385\ap0c01385_0003.jpeg"",""sem/10.1021_acsapm.0c01385\ap0c01385_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.0c01385\SEM"",""sem/10.1021_acsapm.0c01385\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.0c01385,Multiresponsive Soft Actuators Based on a Thermoresponsive Hydrogel and Embedded Laser-Induced Graphene,Figure 2,c,LCST;, change of thickness d with temperature T for evaluation of the LCST; ,"=HYPERLINK(""sem/10.1021_acsapm.0c01385\ap0c01385_0003.jpeg"",""sem/10.1021_acsapm.0c01385\ap0c01385_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.0c01385\SEM"",""sem/10.1021_acsapm.0c01385\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.0c01385,Multiresponsive Soft Actuators Based on a Thermoresponsive Hydrogel and Embedded Laser-Induced Graphene,Figure 2,e,LIG-LO PDMS., SEM image of a cross section of LIG-LO embedded in PDMS.,"=HYPERLINK(""sem/10.1021_acsapm.0c01385\ap0c01385_0003.jpeg"",""sem/10.1021_acsapm.0c01385\ap0c01385_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.0c01385\SEM"",""sem/10.1021_acsapm.0c01385\SEM"")"
https://pubs.acs.org/doi/10.1021/am900755w,Optimization of Electroactive Hydrogel Actuators,Figure 1,"b, c",PAANa, Scanning electron microscopy SEM images of porous PAANa hydrogels.,"=HYPERLINK(""sem/10.1021_am900755w\am-2009-00755w_0006.jpeg"",""sem/10.1021_am900755w\am-2009-00755w_0006.jpeg"")","=HYPERLINK(""sem/10.1021_am900755w\SEM"",""sem/10.1021_am900755w\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.1c00760,Xylan-Based Cross-Linked Hydrogel for Photodynamic Antimicrobial Chemotherapy,Figure 5,a,TMPyP-loaded, TMPyP-loaded hydrogel xyl-TMPyP and ,"=HYPERLINK(""sem/10.1021_acsabm.1c00760\mt1c00760_0006.jpeg"",""sem/10.1021_acsabm.1c00760\mt1c00760_0006.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.1c00760\SEM"",""sem/10.1021_acsabm.1c00760\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.0c01211,Mussel-Inspired Adhesive Double-Network Hydrogel for Intraoral Ultrasound Imaging,Figure 2,B,PVA-PAM-PDA, SEM image of Hd-2 PVA-PAM-PDA hydrogel.,"=HYPERLINK(""sem/10.1021_acsabm.0c01211\mt0c01211_0003.jpeg"",""sem/10.1021_acsabm.0c01211\mt0c01211_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.0c01211\SEM"",""sem/10.1021_acsabm.0c01211\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.0c01211,Mussel-Inspired Adhesive Double-Network Hydrogel for Intraoral Ultrasound Imaging,Figure 2,C,PVA-PAM, SEM image of H-2 PVA-PAM hydrogel.,"=HYPERLINK(""sem/10.1021_acsabm.0c01211\mt0c01211_0003.jpeg"",""sem/10.1021_acsabm.0c01211\mt0c01211_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.0c01211\SEM"",""sem/10.1021_acsabm.0c01211\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.8b00193,Ultrasoft Self-Healing Nanoparticle-Hydrogel Composites with Conductive and Magnetic Properties,Figure 2,c,PVA, pure PVA hydrogel and ,"=HYPERLINK(""sem/10.1021_acssuschemeng.8b00193\sc-2018-00193w_0002.jpeg"",""sem/10.1021_acssuschemeng.8b00193\sc-2018-00193w_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.8b00193\SEM"",""sem/10.1021_acssuschemeng.8b00193\SEM"")"
https://pubs.acs.org/doi/10.1021/acsnano.0c10117,Scalable Wood Hydrogel Membrane with Nanoscale Channels,Figure 2,g,PVA/PAA," Zoom-in SEM image of the PVA/PAA hydrogel, showing an interconnected nanoporous network.","=HYPERLINK(""sem/10.1021_acsnano.0c10117\nn0c10117_0002.jpeg"",""sem/10.1021_acsnano.0c10117\nn0c10117_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acsnano.0c10117\SEM"",""sem/10.1021_acsnano.0c10117\SEM"")"
https://pubs.acs.org/doi/10.1021/acsnano.0c10117,Scalable Wood Hydrogel Membrane with Nanoscale Channels,Figure 2,h,PVA/PAA, Top-view SEM image of the PVA/PAA hydrogel filled wood tracheids.,"=HYPERLINK(""sem/10.1021_acsnano.0c10117\nn0c10117_0002.jpeg"",""sem/10.1021_acsnano.0c10117\nn0c10117_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acsnano.0c10117\SEM"",""sem/10.1021_acsnano.0c10117\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.5b03143,Injectable and Self-Healing Carbohydrate-Based Hydrogel for Cell Encapsulation,Figure 2,a,"CSMA2/SC4,"," CSMA2/SC4, ","=HYPERLINK(""sem/10.1021_acsami.5b03143\am-2015-03143p_0003.jpeg"",""sem/10.1021_acsami.5b03143\am-2015-03143p_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.5b03143\SEM"",""sem/10.1021_acsami.5b03143\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.5b03143,Injectable and Self-Healing Carbohydrate-Based Hydrogel for Cell Encapsulation,Figure 2,b,"CSMA3/SC3,"," CSMA3/SC3, and ","=HYPERLINK(""sem/10.1021_acsami.5b03143\am-2015-03143p_0003.jpeg"",""sem/10.1021_acsami.5b03143\am-2015-03143p_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.5b03143\SEM"",""sem/10.1021_acsami.5b03143\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.5b03143,Injectable and Self-Healing Carbohydrate-Based Hydrogel for Cell Encapsulation,Figure 2,c,CSMA4/SC2., CSMA4/SC2.,"=HYPERLINK(""sem/10.1021_acsami.5b03143\am-2015-03143p_0003.jpeg"",""sem/10.1021_acsami.5b03143\am-2015-03143p_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.5b03143\SEM"",""sem/10.1021_acsami.5b03143\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.1c08395,"Self-Healing, Self-Adhesive Silk Fibroin Conductive Hydrogel as a Flexible Strain Sensor",Figure 2,c,PB/PBS/PBT/PBST, SEM images of the PB/PBS/PBT/PBST hydrogels.,"=HYPERLINK(""sem/10.1021_acsami.1c08395\am1c08395_0003.jpeg"",""sem/10.1021_acsami.1c08395\am1c08395_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.1c08395\SEM"",""sem/10.1021_acsami.1c08395\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c03187,Novel Metal–Organic Framework-Based Photocrosslinked Hydrogel System for Efficient Antibacterial Applications,Figure 3,b,hydrogel@Cu-MOF," hydrogel@Cu-MOF 1, ","=HYPERLINK(""sem/10.1021_acsami.0c03187\am0c03187_0003.jpeg"",""sem/10.1021_acsami.0c03187\am0c03187_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c03187\SEM"",""sem/10.1021_acsami.0c03187\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c03187,Novel Metal–Organic Framework-Based Photocrosslinked Hydrogel System for Efficient Antibacterial Applications,Figure 3,c,hydrogel@Co-MOF," hydrogel@Co-MOF 2, ","=HYPERLINK(""sem/10.1021_acsami.0c03187\am0c03187_0003.jpeg"",""sem/10.1021_acsami.0c03187\am0c03187_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c03187\SEM"",""sem/10.1021_acsami.0c03187\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c03187,Novel Metal–Organic Framework-Based Photocrosslinked Hydrogel System for Efficient Antibacterial Applications,Figure 3,d,hydrogel@Zn-MOF, and hydrogel@Zn-MOF 3 with EDS spectra and corresponding elemental maps.,"=HYPERLINK(""sem/10.1021_acsami.0c03187\am0c03187_0003.jpeg"",""sem/10.1021_acsami.0c03187\am0c03187_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c03187\SEM"",""sem/10.1021_acsami.0c03187\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.0c00971,Application of Hydrogel-Based Delivery System in Endometrial Repair,Figure 4,c,AHA-g-PNIPAAm, Porous microstructure of AHA-g-PNIPAAm hydrogel observed by SEM and the DNA content in hydrogel versus culture time.,"=HYPERLINK(""sem/10.1021_acsabm.0c00971\mt0c00971_0004.jpeg"",""sem/10.1021_acsabm.0c00971\mt0c00971_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.0c00971\SEM"",""sem/10.1021_acsabm.0c00971\SEM"")"
https://pubs.acs.org/doi/10.1021/acsnano.8b03202,Nanocolloidal Hydrogel for Heavy Metal Scavenging,Figure 3,a–c,aCNC/aGQD, SEM images of the aCNC/aGQD hydrogels with ,"=HYPERLINK(""sem/10.1021_acsnano.8b03202\nn-2018-03202e_0003.jpeg"",""sem/10.1021_acsnano.8b03202\nn-2018-03202e_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsnano.8b03202\SEM"",""sem/10.1021_acsnano.8b03202\SEM"")"
https://pubs.acs.org/doi/10.1021/acsnano.8b03202,Nanocolloidal Hydrogel for Heavy Metal Scavenging,Figure 3,a,"CaCNC 20 mg/mL, CaGQD 60 mg/mL;"," R = 0.33, CaCNC = 20 mg/mL, CaGQD = 60 mg/mL; ","=HYPERLINK(""sem/10.1021_acsnano.8b03202\nn-2018-03202e_0003.jpeg"",""sem/10.1021_acsnano.8b03202\nn-2018-03202e_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsnano.8b03202\SEM"",""sem/10.1021_acsnano.8b03202\SEM"")"
https://pubs.acs.org/doi/10.1021/acsnano.8b03202,Nanocolloidal Hydrogel for Heavy Metal Scavenging,Figure 3,b,"CaCNC 40 mg/mL, CaGQD 40 mg/mL;"," R = 1.0, CaCNC = 40 mg/mL, CaGQD = 40 mg/mL; and ","=HYPERLINK(""sem/10.1021_acsnano.8b03202\nn-2018-03202e_0003.jpeg"",""sem/10.1021_acsnano.8b03202\nn-2018-03202e_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsnano.8b03202\SEM"",""sem/10.1021_acsnano.8b03202\SEM"")"
https://pubs.acs.org/doi/10.1021/acsnano.8b03202,Nanocolloidal Hydrogel for Heavy Metal Scavenging,Figure 3,c,"CaCNC 60 mg/mL, CaGQD 20 mg/mL."," R = 3.0, CaCNC = 60 mg/mL, and CaGQD = 20 mg/mL.","=HYPERLINK(""sem/10.1021_acsnano.8b03202\nn-2018-03202e_0003.jpeg"",""sem/10.1021_acsnano.8b03202\nn-2018-03202e_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsnano.8b03202\SEM"",""sem/10.1021_acsnano.8b03202\SEM"")"
https://pubs.acs.org/doi/10.1021/acsnano.8b03202,Nanocolloidal Hydrogel for Heavy Metal Scavenging,S10.,a,"CaCNC 20 mg/mL, 

CaGQD 60 mg/mL."," R=0.33, CaCNC = 20 mg/mL,   CaGQD = 60 mg/mL.","=HYPERLINK(""sem/10.1021_acsnano.8b03202\supp_12.jpg"",""sem/10.1021_acsnano.8b03202\supp_12.jpg"")","=HYPERLINK(""sem/10.1021_acsnano.8b03202\SEM"",""sem/10.1021_acsnano.8b03202\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c11959,Encapsulation of Lactobacillus rhamnosus in Hyaluronic Acid-Based Hydrogel for Pathogen-Targeted Delivery to Ameliorate Enteritis,Figure 4,A,HA–SH, Cross-sectional view of a typical HA–SH hydrogel; ,"=HYPERLINK(""sem/10.1021_acsami.0c11959\am0c11959_0005.jpeg"",""sem/10.1021_acsami.0c11959\am0c11959_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c11959\SEM"",""sem/10.1021_acsami.0c11959\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.1c00447,PVA/Poly(hexamethylene guanidine)/Gallic Acid Composite Hydrogel Films and Their Antibacterial Performance,Figure 2,a,"PVA,"," PVA, ","=HYPERLINK(""sem/10.1021_acsapm.1c00447\ap1c00447_0002.jpeg"",""sem/10.1021_acsapm.1c00447\ap1c00447_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.1c00447\SEM"",""sem/10.1021_acsapm.1c00447\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.1c00447,PVA/Poly(hexamethylene guanidine)/Gallic Acid Composite Hydrogel Films and Their Antibacterial Performance,Figure 2,b,"PVA-COOH,"," PVA-COOH, ","=HYPERLINK(""sem/10.1021_acsapm.1c00447\ap1c00447_0002.jpeg"",""sem/10.1021_acsapm.1c00447\ap1c00447_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.1c00447\SEM"",""sem/10.1021_acsapm.1c00447\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.1c00447,PVA/Poly(hexamethylene guanidine)/Gallic Acid Composite Hydrogel Films and Their Antibacterial Performance,Figure 2,c,"PCP-1,"," PCP-1, ","=HYPERLINK(""sem/10.1021_acsapm.1c00447\ap1c00447_0002.jpeg"",""sem/10.1021_acsapm.1c00447\ap1c00447_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.1c00447\SEM"",""sem/10.1021_acsapm.1c00447\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.1c00447,PVA/Poly(hexamethylene guanidine)/Gallic Acid Composite Hydrogel Films and Their Antibacterial Performance,Figure 2,d,"PCP-2,"," PCP-2, ","=HYPERLINK(""sem/10.1021_acsapm.1c00447\ap1c00447_0002.jpeg"",""sem/10.1021_acsapm.1c00447\ap1c00447_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.1c00447\SEM"",""sem/10.1021_acsapm.1c00447\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.1c00447,PVA/Poly(hexamethylene guanidine)/Gallic Acid Composite Hydrogel Films and Their Antibacterial Performance,Figure 2,e,PCP-2/GA5," PCP-2/GA5 wt %, and ","=HYPERLINK(""sem/10.1021_acsapm.1c00447\ap1c00447_0002.jpeg"",""sem/10.1021_acsapm.1c00447\ap1c00447_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.1c00447\SEM"",""sem/10.1021_acsapm.1c00447\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.1c00447,PVA/Poly(hexamethylene guanidine)/Gallic Acid Composite Hydrogel Films and Their Antibacterial Performance,Figure 2,f,PCP-2/GA10, PCP-2/GA10 wt % hydrogel films.,"=HYPERLINK(""sem/10.1021_acsapm.1c00447\ap1c00447_0002.jpeg"",""sem/10.1021_acsapm.1c00447\ap1c00447_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.1c00447\SEM"",""sem/10.1021_acsapm.1c00447\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.0c01196,Thermoresponsive Hydrogel-Based Local Delivery of Simvastatin for the Treatment of Periodontitis,Figure 1,A,PF127,", PF127 ","=HYPERLINK(""sem/10.1021_acs.molpharmaceut.0c01196\mp0c01196_0002.jpeg"",""sem/10.1021_acs.molpharmaceut.0c01196\mp0c01196_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acs.molpharmaceut.0c01196\SEM"",""sem/10.1021_acs.molpharmaceut.0c01196\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.0c01196,Thermoresponsive Hydrogel-Based Local Delivery of Simvastatin for the Treatment of Periodontitis,Figure 1,B,SIM-loaded,", SIM-loaded F127 ","=HYPERLINK(""sem/10.1021_acs.molpharmaceut.0c01196\mp0c01196_0002.jpeg"",""sem/10.1021_acs.molpharmaceut.0c01196\mp0c01196_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acs.molpharmaceut.0c01196\SEM"",""sem/10.1021_acs.molpharmaceut.0c01196\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.0c01196,Thermoresponsive Hydrogel-Based Local Delivery of Simvastatin for the Treatment of Periodontitis,Figure 1,C,SIM-loaded PF127,", and SIM-loaded PF127 hydrogels ","=HYPERLINK(""sem/10.1021_acs.molpharmaceut.0c01196\mp0c01196_0002.jpeg"",""sem/10.1021_acs.molpharmaceut.0c01196\mp0c01196_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acs.molpharmaceut.0c01196\SEM"",""sem/10.1021_acs.molpharmaceut.0c01196\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.5b12141,In Situ “Clickable” Zwitterionic Starch-Based Hydrogel for 3D Cell Encapsulation,Figure 8,b,1 400," 100×; scale bars represent 1 mm and 400 μm, respectively.","=HYPERLINK(""sem/10.1021_acsami.5b12141\am-2015-12141k_0009.jpeg"",""sem/10.1021_acsami.5b12141\am-2015-12141k_0009.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.5b12141\SEM"",""sem/10.1021_acsami.5b12141\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c12506,Double Controlled Release of Therapeutic RNA Modules through Injectable DNA–RNA Hybrid Hydrogel,Figure 2,c,DNA–RNA, Morphological observation of the final product of DNA–RNA hybrid hydrogel by SEM.,"=HYPERLINK(""sem/10.1021_acsami.0c12506\am0c12506_0003.jpeg"",""sem/10.1021_acsami.0c12506\am0c12506_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c12506\SEM"",""sem/10.1021_acsami.0c12506\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c12506,Double Controlled Release of Therapeutic RNA Modules through Injectable DNA–RNA Hybrid Hydrogel,Figure 4,a,DNA–RNA," SEM and fluorescence microscopy images of DNA–RNA hybrid hydrogels left, and released SACs right upon treatment of culture media after 12 h incubation.","=HYPERLINK(""sem/10.1021_acsami.0c12506\am0c12506_0005.jpeg"",""sem/10.1021_acsami.0c12506\am0c12506_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c12506\SEM"",""sem/10.1021_acsami.0c12506\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c12506,Double Controlled Release of Therapeutic RNA Modules through Injectable DNA–RNA Hybrid Hydrogel,Figure 5,b,HeLa-GFP SACs DNA–RNA, SEM and fluorescence microscopy images of HeLa-GFP cells surrounded by tumor-targeting SACs upon co-culturing cells with DNA–RNA hybrid hydrogels.,"=HYPERLINK(""sem/10.1021_acsami.0c12506\am0c12506_0006.jpeg"",""sem/10.1021_acsami.0c12506\am0c12506_0006.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c12506\SEM"",""sem/10.1021_acsami.0c12506\SEM"")"
