link,title,gel,modulus,sentence,measurement
https://pubs.acs.org/doi/10.1021/acsami.1c15052,"Antiliquid-Interfering, Antibacteria, and Adhesive Wearable Strain Sensor Based on Superhydrophobic and Conductive Composite Hydrogel",,tensile,"Figure 8. (A) Resistance variation (ΔR/R0) of the multifunctional wearable strain sensor with the strain of 20%, 40%, 60%, 80%, and 100%. (B) Gauge factors of the multifunctional wearable strain sensor at different strain regions. (C) The response time of pressure sensor upon strain off/on. (D) The durable strain-sensitive test under a 50% tensile strain for 400 loading/unloading cycles.","=HYPERLINK(""sem/10.1021_acsami.1c15052\am1c15052_0008.jpeg"",""sem/10.1021_acsami.1c15052\am1c15052_0008.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsami.1c15052,"Antiliquid-Interfering, Antibacteria, and Adhesive Wearable Strain Sensor Based on Superhydrophobic and Conductive Composite Hydrogel",,tensile,S8. The resistance changes of the strain sensor at tensile strains of 100% in water.           ,"=HYPERLINK(""sem/10.1021_acsami.1c15052\supp_6.jpg"",""sem/10.1021_acsami.1c15052\supp_6.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.0c06674,"Multi-Responsive Lanthanide-Based Hydrogel with Encryption, Naked Eye Sensing, Shape Memory, Self-Healing, and Antibacterial Activity","K2HPO4, a, Na2CO3, ,, ,, a, 2, ,, ,, ,, ,, 2, ,, ,, a",tensile,"S7. Photographs demonstrating the transition process from the temporary shape   fixed in K2HPO4 (a) and Na2CO3 (b) solution to the permanent shape in water.  9. Mechanical properties of GA/CCS/DNSA/Eu3+ hydrogels   The salt effect on the mechanical properties of GA/CCS/DNSA/Eu3+ hydrogel has been   investigated. After immersing in salt solutions, the mechanical properties of the gels were   tested by electronic universal testing machine. For the compression tests, the hydrogels   were prepared into cylinder shapes (diameter and height of 10 mm) and compressed at a   strain rate of 2 mm/min. For the tensile tests, the hydrogels were made into dumbbell   shapes (length, width, and thickness of 20, 2, and 1.5 mm, respectively) and stretched at   a strain rate of 10 mm/min. The original hydrogels easily ruptured via compression and   stretching (","=HYPERLINK(""sem/10.1021_acsami.0c06674\supp_6.jpg"",""sem/10.1021_acsami.0c06674\supp_6.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.0c06674,"Multi-Responsive Lanthanide-Based Hydrogel with Encryption, Naked Eye Sensing, Shape Memory, Self-Healing, and Antibacterial Activity",",, a, NH4, 2SO4, ,, ,, NH4, 2SO4","compressive, tensile","S8e,f). The   maximum compressive and tensile fracture stresses were 2.46 and 0.69 MPa at a 35%   (NH4)2SO4 concentration, respectively. Moreover, as the (NH4)2SO4 concentration was    ","=HYPERLINK(""sem/10.1021_acsami.0c06674\supp_6.jpg"",""sem/10.1021_acsami.0c06674\supp_6.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.0c06674,"Multi-Responsive Lanthanide-Based Hydrogel with Encryption, Naked Eye Sensing, Shape Memory, Self-Healing, and Antibacterial Activity",",, ,, ,, ,, K2HPO4, Na2CO3","compressive, tensile"," S8  25%, the maximum compressive and tensile fracture strains were found to be 87.7% and   253%, but the compressive and tensile fracture stresses were only 1.37 and 0.41 Mpa,   respectively. Additionally, the enhanced mechanical strength was observed when the as-  prepared hydrogels were soaked in K2HPO4 and Na2CO3 solution (","=HYPERLINK(""sem/10.1021_acsami.0c06674\supp_7.jpg"",""sem/10.1021_acsami.0c06674\supp_7.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.0c06674,"Multi-Responsive Lanthanide-Based Hydrogel with Encryption, Naked Eye Sensing, Shape Memory, Self-Healing, and Antibacterial Activity","a, NH4, 2SO4, ,, ,, NH4, 2SO4",tensile,"S8. Photographs of the original as-prepared hydrogels under compression (a) and   stretching (c). Photographs of the as-prepared hydrogels soaked in 25% (NH4)2SO4   aqueous solution under compression (b) and stretching (d). Compressive stress-strain   curves (e,g) and tensile stress-strain curves (f,h) of the as-prepared hydrogels with varied   concentrations of (NH4)2SO4 and different salts.    ","=HYPERLINK(""sem/10.1021_acsami.0c06674\supp_7.jpg"",""sem/10.1021_acsami.0c06674\supp_7.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.1c12228,Switchable PNIPAm/PPyNT Hydrogel for Smart Supercapacitors: External Control of Capacitance for Pulsed Energy Generation or Prolongation of Discharge Time,"N, N, N, PPy, PPy, PPyNTs, PPyNTs, PPyNTs, PNIPAm, l, PNIPAm, PPy, L, a, PNIPAm/PPy, a, a, PNIPAm/PPy, a",elastic," 2  Experimental section 1. Materials   N-Isopropylacrylamide (NIPAM, 97.0 %, Aldrich) was recrystallized from n-hexane prior to   use. Pyrrole (98.0 %), N,N,N′,N′-tetramethylethylenediamine (TEMED), potassium persulfate, N,N′-  methylenebisacrylamide (BIS), reduced graphene oxide (RGO), multiwalled carbon nanotubes,   Nafion solution (20 %), and indium tin oxide covered glass substrate were obtained from Sigma   Aldrich and used without purification. Acetone, methyl orange, ethanol 99.5 %, n-hexane were   purchased from PENTA. Cellulose membrane was obtained from Spectrum Labs.  2. Samples preparation  2.1 PPy nanotubes synthesis   PPy nanotubes (PPyNTs) were prepared via MO-FeCl3 template method.S1 First, 0.243 g of   FeCl3 was dissolved in 30 ml of 5 mM solution of methyl orange (MO). Then, 105 µl of pyrrole was   added. The solution became black, indicating the polymerization of pyrrole. The mixture was stirred   on ice bath and then at room temperature for 24 h to complete polymerization. The precipitate was   washed with deionized water and ethanol several times, then placed in Soxhlet extractor (acetone)   and cleaned for 2 weeks. After 2 weeks the PPyNTs were dried and used for preparation of conductive   hydrogel.  2.2 PPyNTs doped PNIPAm hydrogel l synthesis   The hydrogels were prepared according to modified procedure.S2 First, 25 ml of deionized   water was placed in round-bottom flask and bubbled with argon gas for 10 min to remove the   dissolved oxygen. Then, to prepare pristine PNIPAm hydrogel 0.8475 g of NIPAM, 0.00232 g of   BIS, 0.0135 g of potassium persulfate were dissolved in 5 ml of deionized water. Next, the mixture   was cooled on the ice bath and 20 µl of TEMED were added prior to polymerization. Polymerization   was performed at 0 °C for 24 h between two glasses with spacers. The doped hydrogels were prepared   by addition of different amount of dry PPy nanotubes to polymerization mixture. Finally, the   hydrogels were cleaned for 1 week in 2 L of deionized water with refreshing the water twice a day.  2.3 Supercapacitor fabrication  The supercapacitor was fabricated by intertwining of PNIPAm/PPy film, used as a negative   electrode against the RGO/MWCNT paper (positive electrode). As a charge collector the metal mesh   was used from carbon side and ITO electrode from the PNIPAm/PPy side. The carbon paper was   prepared according to [https://doi.org/10.1039/C3TA13953K] by filtering of RGO/MWCNT   suspension and peeling off residual carbon material from filters surface. The cellulose membrane was   introduced between electrodes as a separator. The 3D printed samples holder equipped with elastic    ","=HYPERLINK(""sem/10.1021_acsami.1c12228\supp_1.jpg"",""sem/10.1021_acsami.1c12228\supp_1.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.1c12228,Switchable PNIPAm/PPyNT Hydrogel for Smart Supercapacitors: External Control of Capacitance for Pulsed Energy Generation or Prolongation of Discharge Time,"PNIPAm, a, FTIR, a, PNIPAm/PPyNTs, a, PNIPAm/PPyNTs, a, a, PNIPAm/PPyNTs, a, a, PNIPAm/PPyNTs, PNIPAm/PPyNTs",tensile," 3  loading to prevent the plane shrinkage of gel film (and allow the perpendicular PNIPAm construction)   was used to ensure the contact between films in this supercapacitor design.      3. Measurements  Transmission electron microscopy (TEM) was performed by JEOL JEM-1010 transmission   electron microscope, with SIS MegaView III digital camera. Sample wettability was determined   below and above LCST by a drop shape analyzer (DSA 100, KRÜSS GmbH, DE). The measurements   of contact angles were performed using distilled water. Fourier transform infrared (FTIR) spectra   were measured in a total reflectance mode (ATR) by Nicolet 6700 spectrometer (Thermo Scientific,   France). Scanning electron microscopy was conducted by Tescan Lyra3 GMU microscope with 10   kV acceleration voltage. UV-Vis spectra were measured by Lambda 25 Spectrometer (Perkin-Elmer).   Surface resistance measurements were performed using Keithley 487 picoampermeter on films   deposited on glass substrate and equipped with two flat electrodes attached to samples surface. The   evaluation of temperature was performed using leaf type thermocouple. Mechanical compression and   tensile tests of PNIPAm/PPyNTs hydrogel samples were performed using a tensile machine,   equipped with IMADA ZTN rorce gauge. The hydrogel samples were fixed by two clamps and the   stretch rate was 30 mm min−1 for both loading and unloading.  The electrochemical properties of PNIPAm/PPyNTs thin films were characterized in  a three-  electrode electrochemical cell system using Palm Sens 4 (Palm Instruments, the Netherlands),   controlled by PSTrace 5.3 software. The pinned to a metal grid PNIPAm/PPyNTs acted as working   electrode, an Ag/AgCl (KCl, 3 M) and a Pt wire (0.5 mm diameter) were used as a counter and   reference electrodes. Measurements were performed in 0.1 M H2SO4 aqueous solution. In impedance   measurements an equivalent electrical circuit, comprising solution resistance, contact interface   resistance, constant phase element, and Warburg diffusion resistance was used. Electrochemical   measurements were performed in pristine and triggered PNIPAm/PPyNTs states. Supercapacitor   characterization was performed in two electrode system,  with Palm Sens 4 device and using 0.1 M   H2SO4 aqueous solution as electrolyte.   Electrochemical measurements were performed either in pristine sample state or after   application of external triggering. Part of the measurements includes the dynamic control of samples   properties (PNIPAm/PPyNTs films or supercapacitor), where the external stimuli was switched ON   or OFF with some delay in relation to the beginning of the measurements.  The supercapacitor charge/discharge was also measured in optimized mode, where the   charging was performed under constant potential, while discharging under constant electrical loading.    ","=HYPERLINK(""sem/10.1021_acsami.1c12228\supp_2.jpg"",""sem/10.1021_acsami.1c12228\supp_2.jpg"")"
https://pubs.acs.org/doi/10.1021/bm4013056,Cellularized Cylindrical Fiber/Hydrogel Composites for Ligament Tissue Engineering,PEG,tensile,Incorporation of the PEG hydrogel resulted in a 21% increase in tensile moduli of the PEUUR-based material (to 1.05 ± 0.39 MPa) and a 40% decrease in the PLGA-based material (to 11.6 ± 4.8 MPa).,1.05±0.39MPa
https://pubs.acs.org/doi/10.1021/bm4013056,Cellularized Cylindrical Fiber/Hydrogel Composites for Ligament Tissue Engineering,PEG-fibrin,tensile,reported a 50% decrease in modulus (to 0.48 MPa) and a 55% decrease in ultimate tensile strengths (to 0.32 MPa) of their rolled electrospun PEUUR meshes when they were combined with a PEG-fibrin hydrogel.,0.48MPa
https://pubs.acs.org/doi/10.1021/bm4013056,Cellularized Cylindrical Fiber/Hydrogel Composites for Ligament Tissue Engineering,PEG,tensile,"(39) Similar to those studies, a 40% decrease in the modulus (to 11.6 MPa) was observed in this study when PLGA meshes were combined with a PEG hydrogel phase (Figure 4a).",11.6MPa
https://pubs.acs.org/doi/10.1021/bm4013056,Cellularized Cylindrical Fiber/Hydrogel Composites for Ligament Tissue Engineering,PEG-fibrin,tensile,reported a 50% decrease in modulus (to 0.48 MPa) and a 55% decrease in ultimate tensile strengths (to 0.32 MPa) of their rolled electrospun PEUUR meshes when they were combined with a PEG-fibrin hydrogel.,0.32MPa
https://pubs.acs.org/doi/10.1021/acsami.9b07387,Creating an Interface: Rendering a Double-Network Hydrogel Lubricious via Spontaneous Delamination,DN,elastic,"The obtained elastic moduli were around 10 kPa and 200 kPa for the bottom DN hydrogel surface and the top skin surface, respectively.",10kPa
https://pubs.acs.org/doi/10.1021/acsami.7b09395,pH and Glucose Dual-Responsive Injectable Hydrogels with Insulin and Fibroblasts as Bioactive Dressings for Diabetic Wound Healing,",, ,, ,, CSPBA/PVA/OHC-PEO-CHO, ,, ,","modulus, elastic","Figure 2. Time dependence (a, b) and frequency dependence (c) of elastic modulus (G′, solid symbols) and loss modulus (G″, open symbols) of CSPBA/PVA/OHC-PEO-CHO mixtures at 37 °C with different polymer composition, glucose concentration, and pH.","=HYPERLINK(""sem/10.1021_acsami.7b09395\am-2017-09395s_0010.jpeg"",""sem/10.1021_acsami.7b09395\am-2017-09395s_0010.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsami.7b09395,pH and Glucose Dual-Responsive Injectable Hydrogels with Insulin and Fibroblasts as Bioactive Dressings for Diabetic Wound Healing,",, ,","moduli, elastic","Figure 3. Rheology analyses of the dynamic and covalent cross-linked hydrogels. The dependence of elastic moduli (G′) and loss moduli (G″) on strain amplitude (a); G′ and G″ from continuous strain sweep with alternate small oscillation force (γ = 2% strain, solid dots) and large oscillation force (γ = 200%, hollow dots) (b). The frequency was 1.0 Hz. Photos were taken during the adhesive-healing process of the hydrogel at 0 min (c) and 30 min (d).","=HYPERLINK(""sem/10.1021_acsami.7b09395\am-2017-09395s_0001.jpeg"",""sem/10.1021_acsami.7b09395\am-2017-09395s_0001.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsami.7b09395,pH and Glucose Dual-Responsive Injectable Hydrogels with Insulin and Fibroblasts as Bioactive Dressings for Diabetic Wound Healing,CSPBA,storage,"The storage modulus G′ of the hydrogel could reach to ∼1 kPa at 1 wt % of CSPBA, 1.3 wt % of PVA, and OHC-PEO-CHO, and the G′ modulus was remarkably increased (>5k) with the increase of CSPBA concentration when the overall polymer concentration was kept constant in the hydrogel.",∼1kPa
https://pubs.acs.org/doi/10.1021/la8006876,Fabrication of Supramolecular Hydrogels for Drug Delivery and Stem Cell Encapsulation,,shear,Figure 5. Viscosity of α-CD/MPEG-PCL-MPEG hydrogel (DP2) as a function of agitation time at a shear rate of 28.0 s−1.,"=HYPERLINK(""sem/10.1021_la8006876\la-2008-006876_0006.jpeg"",""sem/10.1021_la8006876\la-2008-006876_0006.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00698,Mussel-Inspired Tough Double Network Hydrogel As Transparent Adhesive,,tensile,"Figure 4. Mechanical performance of HDA hydrogel (pH 2 and 4, wHA-DM = 1 mg/mL). (a) Typical tensile stress–strain curves selected from all testing results and (b) corresponding average stress and strain of HA hydrogel and HDA hydrogel of different iron concentration at pH 2. (c) Typical tensile stress–strain curves selected from all testing results and (d) corresponding average stress and strain of HA hydrogel and HDA hydrogel at different iron concentration at pH 4.","=HYPERLINK(""sem/10.1021_acsapm.9b00698\ap9b00698_0004.jpeg"",""sem/10.1021_acsapm.9b00698\ap9b00698_0004.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00698,Mussel-Inspired Tough Double Network Hydrogel As Transparent Adhesive,,tensile,Figure 5. Effect of HA-DM content and iron concentration on (a) the tensile strength and (b) fracture energy of HDA hydrogel at pH 2 and the effect of HA-DM content and iron concentration on the (c) tensile strength and (d) fracture energy of HDA hydrogel at pH 4.,"=HYPERLINK(""sem/10.1021_acsapm.9b00698\ap9b00698_0005.jpeg"",""sem/10.1021_acsapm.9b00698\ap9b00698_0005.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00698,Mussel-Inspired Tough Double Network Hydrogel As Transparent Adhesive,,"modulus, moduli, storage","Figure 6. Frequency-dependent changes of the storage (G′) and loss (G″) moduli of HA and HDA hydrogel of different HA-DM content at (a) pH 2 and (b) pH 4 and the (c) swelling ratio and (d) Young’s modulus of HA and HDA hydrogel of different HA-DM content at pH 2 and pH 4, c (Fe3+) = 0.3 M.","=HYPERLINK(""sem/10.1021_acsapm.9b00698\ap9b00698_0006.jpeg"",""sem/10.1021_acsapm.9b00698\ap9b00698_0006.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00698,Mussel-Inspired Tough Double Network Hydrogel As Transparent Adhesive,HA-DM,young’s,"For example, as HA-DM content varied from 0.5 to 3 mg/mL, the average ESR for HA and HDA hydrogel at pH 4 was 32.0 ± 3.2, 19.9 ± 1.7, 18.3 ± 1.7, 22.7 ± 1.0, and 27.4 ± 2.1, whereas the average Young’s modulus was 14.8 ± 1.9, 54.2 ± 2.7, 62.3 ± 3.6, 36.8 ± 2.0, and 22.5 ± 2.3 kPa, respectively.",22.5±2.3kPa
https://pubs.acs.org/doi/10.1021/acsapm.9b00698,Mussel-Inspired Tough Double Network Hydrogel As Transparent Adhesive,HA,young’s,"Comparison of Storage Moduli (G′), Loss Moduli (G″), Swelling Ratio, and Young’s Moduli between HA 4-0.3 and HDA 4-1-0.3 Hydrogelhydrogel typeG′ (× 103 Pa)(f = 10 Hz)G″ (× 103 Pa) (f = 10 Hz)swelling ratioYoung’s modulus (kPa)HA 4-0.34.380.7632.0 ± 3.214.8 ± 1.9HDA 4-0.5-0.38.481.7619.9 ± 1.754.2 ± 2.7HDA 4-1-0.312.492.2618.3 ± 1.762.3 ± 3.6HDA 4-2-0.35.501.4322.7 ± 1.036.8 ± 2.0HDA 4-3-0.33.730.8727.4 ± 2.122.5 ± 2.3According to the SEM images shown in Figure 7, the microscopic structure of the HA and HDA hydrogels at pH 4 displays the interconnected porous network in all samples.",103Pa
